submissionId,submissionDate,institution,major,degree,sem,notif_result,notif_method,notif_date,studentType,gpa,gre_v,gre_q,gre_w,gre_subject
256620,2013-05-02,University Of Pennsylvania,Computer Science (Robotics),Masters,F13,Rejected,Website,2013-05-02,I,NA,154,162,3.5,NA
256722,2013-05-03,University Of Pennsylvania,CIS,Masters,F13,Accepted,Website,2013-05-02,I,NA,NA,NA,NA,NA
256912,2013-05-06,University Of Pennsylvania,MSSP,Masters,F13,Accepted,E-mail,2013-05-06,A,NA,NA,NA,NA,NA
257100,2013-05-09,University Of Pennsylvania,Materials Science And Engineering,Masters,F13,Accepted,Phone,2013-05-09,U,NA,NA,NA,NA,NA
257543,2013-05-22,University Of Pennsylvania,Computer And Information Technology (MCIT),Masters,F13,Rejected,Website,2013-05-21,I,3.44,154,170,3,NA
257593,2013-05-23,University Of Pennsylvania,MCIT,Masters,F13,Accepted,E-mail,2013-05-23,A,3.6,161,152,4.5,NA
257812,2013-06-05,University Of Pennsylvania,Chemical Engineering,Masters,F13,Accepted,Website,2013-05-17,U,NA,NA,NA,NA,NA
257875,2013-06-09,University Of Pennsylvania,Computer Science (MCIT),Masters,F13,Accepted,E-mail,2013-06-08,A,NA,NA,NA,NA,NA
257880,2013-06-10,University Of Pennsylvania,Material Science And Engineering,Masters,F13,Accepted,Website,2013-05-03,I,3.7,154,166,3.5,NA
258033,2013-06-27,University Of Pennsylvania,Architecture,Masters,F13,Accepted,Website,2013-03-15,A,3,166,150,2.5,NA
258864,2013-12-12,University Of Pennsylvania,Neuroscience,PhD,F14,Interview,E-mail,2013-12-11,A,NA,NA,NA,NA,NA
258907,2013-12-13,University Of Pennsylvania,CAMB,PhD,F14,Interview,E-mail,2013-12-13,A,NA,NA,NA,NA,NA
258913,2013-12-13,University Of Pennsylvania,CAMB,PhD,F14,Interview,E-mail,2013-12-13,A,3.7,162,161,4.5,NA
259043,2013-12-17,University Of Pennsylvania,Neuro,PhD,F14,Interview,E-mail,2013-12-17,A,3.7,165,163,4,NA
259050,2013-12-17,University Of Pennsylvania,Biochemistry And Molecular Biophysics (BMB In BGS),PhD,F14,Interview,E-mail,2013-12-17,A,3.4,165,158,5,NA
259057,2013-12-18,University Of Pennsylvania,Biochemistry And Molecular Biophysics,PhD,F14,Interview,E-mail,2013-12-17,A,3.73,168,162,5,850
259058,2013-12-18,University Of Pennsylvania,Biochemistry And Molecular Biophysics (BMB),PhD,F14,Interview,E-mail,2013-12-17,A,3.4,158,165,5,NA
259282,2013-12-20,University Of Pennsylvania,Genomics And Computational Biology,PhD,F14,Interview,E-mail,2013-12-09,A,3.81,165,164,4.5,NA
259291,2013-12-20,University Of Pennsylvania,(CAMB),PhD,F14,Interview,Phone,2013-12-20,A,3.65,160,158,3.5,NA
259480,2013-12-24,University Of Pennsylvania,Robotics,Masters,F14,Accepted,E-mail,2013-12-24,I,NA,NA,NA,NA,NA
259580,2013-12-30,University Of Pennsylvania,Robotics,Masters,F14,Accepted,E-mail,2013-12-24,A,0.407,162,169,5,NA
259590,2013-12-30,University Of Pennsylvania,Computer Science,Masters,F14,Rejected,Website,2013-12-22,I,3.7,167,150,3,NA
259663,2014-01-02,University Of Pennsylvania,Social Welfare,Masters,S14,Accepted,Phone,2013-12-23,A,NA,NA,NA,NA,NA
259664,2014-01-02,University Of Pennsylvania,Social Welfare,Masters,F14,Accepted,Phone,2013-12-23,A,NA,NA,NA,NA,NA
259672,2014-01-02,University Of Pennsylvania,CAMB,PhD,F14,Interview,E-mail,2013-12-12,A,NA,NA,NA,NA,NA
259730,2014-01-03,University Of Pennsylvania,Robotics,Masters,F14,Accepted,E-mail,2013-12-23,A,NA,NA,NA,NA,NA
259838,2014-01-04,University Of Pennsylvania,Robotics,Masters,F14,Rejected,E-mail,2014-01-04,I,NA,163,165,4,NA
259850,2014-01-04,University Of Pennsylvania,Biology,PhD,F14,Interview,E-mail,2014-01-03,A,NA,NA,NA,NA,NA
260072,2014-01-08,University Of Pennsylvania,Chemistry,PhD,F14,Accepted,E-mail,2014-01-06,A,NA,NA,NA,NA,NA
260229,2014-01-09,University Of Pennsylvania,Chemical Engineering,PhD,F14,Accepted,Website,2014-01-08,A,4,163,170,5.5,NA
260239,2014-01-09,University Of Pennsylvania,Electrical Engineering,Masters,F14,Accepted,Website,2014-01-09,I,NA,NA,NA,NA,NA
260292,2014-01-09,University Of Pennsylvania,Cellular And Molecular Biology (CAMB),PhD,F14,Interview,E-mail,2014-01-09,A,NA,NA,NA,NA,NA
260413,2014-01-10,University Of Pennsylvania,BGS (PGG),PhD,S14,Rejected,Other,2014-01-10,A,3.82,165,162,5,NA
260414,2014-01-10,University Of Pennsylvania,Chemical And Biomolecular Engineering,PhD,F14,Accepted,Website,2014-01-09,A,3.91,163,168,3.5,NA
260463,2014-01-10,University Of Pennsylvania,Chemical Engineering,PhD,F14,Accepted,Website,2014-01-08,A,3.94,158,166,3.5,NA
260517,2014-01-10,University Of Pennsylvania,Chemistry,PhD,F14,Accepted,E-mail,2014-01-10,A,NA,NA,NA,NA,NA
260708,2014-01-11,University Of Pennsylvania,Biostatistics,PhD,F14,Interview,E-mail,2014-01-10,U,NA,NA,NA,NA,NA
261024,2014-01-14,University Of Pennsylvania,Electrical Engineering,Masters,F14,Rejected,Website,2014-01-14,I,3.7,158,163,3,NA
261064,2014-01-14,University Of Pennsylvania,Computer And Information Technology,Masters,F14,Rejected,E-mail,2014-12-16,U,3.8,142,170,2.5,NA
261116,2014-01-14,University Of Pennsylvania,Biostatistics,PhD,F14,Interview,E-mail,2014-01-10,U,3.93,160,169,3.5,NA
261243,2014-01-15,University Of Pennsylvania,Chemical Engineering,PhD,F14,Accepted,Website,2014-01-14,U,3.85,154,170,4,NA
261294,2014-01-15,University Of Pennsylvania,Classical Studies,PhD,F14,Interview,E-mail,2014-01-15,O,NA,NA,NA,NA,NA
261470,2014-01-15,University Of Pennsylvania,Chemical Engineering,PhD,F14,Accepted,Postal Service,2014-01-14,U,3.95,159,168,5,NA
261502,2014-01-15,University Of Pennsylvania,Chemical Engineering,PhD,F14,Accepted,E-mail,2014-01-15,A,3.86,165,168,5,NA
261513,2014-01-15,University Of Pennsylvania,Classics,PhD,F14,Interview,E-mail,2014-01-14,A,3.9,165,158,5,NA
261615,2014-01-16,University Of Pennsylvania,Electrical Engineering,PhD,F14,Interview,Phone,2014-01-16,I,3.92,151,169,3.5,900
261667,2014-01-16,University Of Pennsylvania,Chemical Engineering,PhD,F14,Accepted,E-mail,2014-01-16,A,3.83,161,163,4,NA
261701,2014-01-16,University Of Pennsylvania,Chemical & Biomolecular Engineering,PhD,F14,Rejected,Website,2014-01-16,A,NA,NA,NA,NA,NA
261774,2014-01-16,University Of Pennsylvania,NGG,PhD,F14,Rejected,Phone,2014-01-16,A,3.84,159,158,4.5,NA
261824,2014-01-17,University Of Pennsylvania,Immunology,PhD,F14,Rejected,E-mail,2014-01-17,A,3.98,166,167,4,NA
261847,2014-01-17,University Of Pennsylvania,Management,PhD,F14,Interview,E-mail,2014-01-17,O,NA,NA,NA,NA,NA
261861,2014-01-17,University Of Pennsylvania,Chemical Engineering,Masters,F14,Accepted,E-mail,2014-01-16,I,3.65,163,163,4.5,NA
261879,2014-01-17,University Of Pennsylvania,Chemical And Biomolecular Engineering,Masters,F14,Accepted,E-mail,2014-01-16,I,NA,NA,NA,NA,NA
261883,2014-01-17,University Of Pennsylvania,Clinical Psychology,PhD,F14,Interview,E-mail,2014-01-17,A,NA,NA,NA,NA,NA
261904,2014-01-17,University Of Pennsylvania,Higher Education,Masters,F14,Accepted,Website,2014-01-17,A,NA,NA,NA,NA,NA
261959,2014-01-17,University Of Pennsylvania,Biomedical Sciences,PhD,F14,Rejected,E-mail,2014-01-17,A,3,163,160,4,580
261968,2014-01-17,University Of Pennsylvania,Biology,PhD,F14,Interview,E-mail,2014-01-17,A,NA,NA,NA,NA,NA
262101,2014-01-18,University Of Pennsylvania,Mechanical Engineering,Masters,F14,Rejected,Website,2014-01-18,I,NA,NA,NA,NA,NA
262122,2014-01-18,University Of Pennsylvania,Chemical Engineering,Masters,F14,Accepted,E-mail,2014-01-17,I,NA,NA,NA,NA,NA
262131,2014-01-18,University Of Pennsylvania,Chemical Engineering,Masters,F14,Accepted,Website,2014-01-17,I,3.5,149,169,3,NA
262165,2014-01-18,University Of Pennsylvania,Chemical Engineering,PhD,F14,Accepted,E-mail,2014-01-16,U,3.98,169,159,4,NA
262188,2014-01-18,University Of Pennsylvania,Clinical Psychology,PhD,F14,Interview,E-mail,2014-01-17,A,3.9,166,160,5,NA
262210,2014-01-19,University Of Pennsylvania,Psychology,PhD,F14,Interview,E-mail,2014-01-17,A,NA,NA,NA,NA,NA
262216,2014-01-19,University Of Pennsylvania,Psychology,PhD,F14,Interview,E-mail,2014-01-17,A,NA,NA,NA,NA,NA
262452,2014-01-21,University Of Pennsylvania,History,PhD,F14,Interview,Phone,2014-01-21,O,NA,NA,NA,NA,NA
262531,2014-01-21,University Of Pennsylvania,Psychology,PhD,F14,Rejected,E-mail,2014-01-21,A,3.81,165,160,5.5,NA
263379,2014-01-24,University Of Pennsylvania,Chemistry,PhD,F14,Interview,E-mail,2014-01-24,U,3.46,167,166,4,890
263416,2014-01-24,University Of Pennsylvania,Mechanical Engineering,Masters,F14,Accepted,E-mail,2014-01-23,I,3.86,152,170,3,NA
263419,2014-01-24,University Of Pennsylvania,Mechanical Engineering,Masters,F14,Rejected,E-mail,2014-01-18,I,NA,NA,NA,NA,NA
263422,2014-01-24,University Of Pennsylvania,Computer Science,PhD,F14,Accepted,Website,2014-01-24,A,NA,NA,NA,NA,NA
263491,2014-01-24,University Of Pennsylvania,Computer And Information Science,PhD,F14,Accepted,E-mail,2014-01-24,A,4,163,170,4,NA
263508,2014-01-24,University Of Pennsylvania,Neuroscience (NGG),PhD,F14,Rejected,E-mail,2014-01-24,I,NA,NA,NA,NA,NA
263509,2014-01-24,University Of Pennsylvania,Neuroscience,PhD,F14,Rejected,E-mail,2014-01-24,A,3.96,170,163,5,NA
263511,2014-01-24,University Of Pennsylvania,Neuroscience,PhD,F14,Rejected,E-mail,2014-01-24,U,NA,NA,NA,NA,NA
263514,2014-01-24,University Of Pennsylvania,Neuroscience,PhD,F14,Rejected,E-mail,2014-01-24,A,3.84,158,159,4.5,NA
263552,2014-01-24,University Of Pennsylvania,Neuroscience,PhD,F14,Rejected,E-mail,2014-01-24,A,NA,NA,NA,NA,NA
263730,2014-01-25,University Of Pennsylvania,Neuroscience,PhD,F14,Accepted,E-mail,2014-01-24,A,3.7,165,163,4,NA
263752,2014-01-25,University Of Pennsylvania,Neuroscience,PhD,F14,Accepted,E-mail,2014-01-25,A,NA,NA,NA,NA,NA
263953,2014-01-26,University Of Pennsylvania,Neuroscience,PhD,F14,Accepted,E-mail,2014-01-24,A,3.99,170,165,4.5,NA
263969,2014-01-26,University Of Pennsylvania,Biomedical Graduate Studies,PhD,F14,Rejected,E-mail,2014-01-24,I,NA,NA,NA,NA,NA
264035,2014-01-26,University Of Pennsylvania,Classical Studies,PhD,F14,Wait listed,E-mail,2014-01-26,A,NA,NA,NA,NA,NA
264056,2014-01-27,University Of Pennsylvania,"CME, Bachelors At UCSD, 3 Years Of High Quality Research Soon Publishing 3 Papers",PhD,F14,Accepted,E-mail,2014-01-24,A,NA,NA,NA,NA,NA
264057,2014-01-27,University Of Pennsylvania,Physics,PhD,F14,Accepted,E-mail,2014-01-24,A,NA,NA,NA,NA,NA
264184,2014-01-27,University Of Pennsylvania,BGS-CAMB,PhD,F14,Accepted,E-mail,2014-01-27,I,3.64,152,168,3,NA
264288,2014-01-27,University Of Pennsylvania,Electrical Engineering,Masters,F14,Accepted,Website,2014-01-14,I,NA,NA,NA,NA,NA
264355,2014-01-27,University Of Pennsylvania,Physics,PhD,F14,Accepted,E-mail,2014-01-24,A,3.7,NA,NA,0,660
264391,2014-01-27,University Of Pennsylvania,History,PhD,F14,Interview,Phone,2014-01-27,A,4,160,156,4.5,NA
264519,2014-01-28,University Of Pennsylvania,Chemical Engineering,Masters,F14,Accepted,E-mail,2014-01-16,O,3.2,159,167,3.5,NA
264554,2014-01-28,University Of Pennsylvania,TESOL,Masters,F14,Accepted,E-mail,2014-01-28,I,3.49,159,163,3,NA
264556,2014-01-28,University Of Pennsylvania,Systems Engineering,Masters,F14,Rejected,Website,2014-01-28,I,3.34,152,170,3.5,NA
264611,2014-01-28,University Of Pennsylvania,Electrical Engineering,Masters,F14,Accepted,E-mail,2014-01-27,A,NA,NA,NA,NA,NA
264612,2014-01-28,University Of Pennsylvania,Mechanical Engineering,Masters,F14,Accepted,Website,2014-01-24,I,3.74,161,166,3.5,NA
264693,2014-01-28,University Of Pennsylvania,Mechanical Engineering,Masters,F14,Accepted,E-mail,2014-01-22,I,3.88,150,170,3.5,NA
264785,2014-01-28,University Of Pennsylvania,Statistics,PhD,F14,Rejected,E-mail,2014-01-28,A,3.76,170,163,4.5,NA
264798,2014-01-28,University Of Pennsylvania,Statistics,PhD,F14,Rejected,E-mail,2014-01-28,I,NA,NA,NA,NA,NA
264803,2014-01-28,University Of Pennsylvania,Statistics,PhD,F14,Rejected,E-mail,2014-01-28,U,3.98,157,170,4.5,NA
264810,2014-01-28,University Of Pennsylvania,Statistics,PhD,F14,Rejected,Website,2014-01-28,A,3.57,169,170,5,NA
265196,2014-01-29,University Of Pennsylvania,Neuroscience,PhD,F14,Rejected,Postal Service,2014-01-25,O,NA,NA,NA,NA,NA
265219,2014-01-29,University Of Pennsylvania,Management,PhD,F14,Rejected,E-mail,2014-01-29,A,NA,NA,NA,NA,NA
265351,2014-01-29,University Of Pennsylvania,Physics,PhD,F14,Accepted,E-mail,2014-01-24,A,NA,NA,NA,NA,NA
265635,2014-01-30,University Of Pennsylvania,Social Work,Masters,F14,Accepted,E-mail,2014-01-30,I,NA,NA,NA,NA,NA
265849,2014-01-30,University Of Pennsylvania,Bioengineering,PhD,F14,Interview,E-mail,2014-01-30,A,NA,NA,NA,NA,NA
265855,2014-01-30,University Of Pennsylvania,Bioengineering,PhD,F14,Interview,E-mail,2014-01-30,A,4,157,168,5,NA
265856,2014-01-30,University Of Pennsylvania,Bioengineering,PhD,F14,Interview,E-mail,2014-01-30,A,NA,NA,NA,NA,NA
265881,2014-01-30,University Of Pennsylvania,French,PhD,F14,Wait listed,E-mail,2014-01-29,I,3.82,157,NA,0,NA
265932,2014-01-30,University Of Pennsylvania,Chemistry,PhD,F14,Accepted,E-mail,2014-01-30,A,3.74,153,168,3,700
266048,2014-01-31,University Of Pennsylvania,Ethnomusicology,PhD,F14,Interview,E-mail,2014-01-30,U,NA,NA,NA,NA,NA
266093,2014-01-31,University Of Pennsylvania,Musicology,PhD,F14,Interview,E-mail,2014-01-31,O,NA,NA,NA,NA,NA
266143,2014-01-31,University Of Pennsylvania,Systems Engineering,Masters,F14,Accepted,E-mail,2014-01-31,A,3.43,169,170,6,NA
266258,2014-01-31,University Of Pennsylvania,Ethnomusicology,PhD,F14,Interview,E-mail,2014-01-30,A,NA,NA,NA,NA,NA
266780,2014-02-01,University Of Pennsylvania,Chemical Engineering,Masters,F14,Rejected,Website,2014-02-01,I,NA,NA,NA,NA,NA
266795,2014-02-01,University Of Pennsylvania,Chemical Engineering,Masters,F14,Rejected,Website,2014-02-01,I,3.48,153,167,3.5,NA
267111,2014-02-02,University Of Pennsylvania,Neuroscience,PhD,F14,Rejected,E-mail,2014-01-15,A,NA,NA,NA,NA,NA
267174,2014-02-03,University Of Pennsylvania,Neuroscience,PhD,F14,Rejected,E-mail,2014-01-17,A,3.59,162,161,4.5,NA
267658,2014-02-03,University Of Pennsylvania,Physics,PhD,F14,Accepted,E-mail,2014-01-24,A,NA,NA,NA,NA,NA
267692,2014-02-04,University Of Pennsylvania,Chemistry,PhD,F14,Accepted,E-mail,2014-02-03,U,3.46,167,166,4,890
267819,2014-02-04,University Of Pennsylvania,Department Of City And Regional Planning,Masters,F14,Accepted,E-mail,2014-02-04,I,NA,NA,NA,NA,NA
267886,2014-02-04,University Of Pennsylvania,Chemical Engineering,Masters,F14,Accepted,E-mail,2014-01-16,I,NA,NA,NA,NA,NA
267973,2014-02-04,University Of Pennsylvania,City Planning,Other,F14,Accepted,E-mail,2014-02-03,A,3.89,156,150,5,NA
268035,2014-02-04,University Of Pennsylvania,Statistics,PhD,F14,Rejected,Website,2014-02-04,A,NA,NA,NA,NA,NA
268081,2014-02-04,University Of Pennsylvania,Computer Science,PhD,F14,Accepted,E-mail,2014-02-04,A,NA,NA,NA,NA,NA
268103,2014-02-04,University Of Pennsylvania,History,PhD,F14,Interview,E-mail,2014-02-04,A,NA,NA,NA,NA,NA
268579,2014-02-05,University Of Pennsylvania,History,PhD,F14,Interview,E-mail,2014-02-04,I,NA,NA,NA,NA,NA
268941,2014-02-05,University Of Pennsylvania,City Planning,Masters,F14,Accepted,E-mail,2014-02-03,A,NA,NA,NA,NA,NA
268953,2014-02-05,University Of Pennsylvania,Computer Science,PhD,F14,Accepted,E-mail,2014-02-04,A,NA,NA,NA,NA,NA
269102,2014-02-05,University Of Pennsylvania,System Engineering,Masters,F14,Accepted,Website,2014-01-30,U,NA,NA,NA,NA,NA
269167,2014-02-05,University Of Pennsylvania,CMHS,Masters,F14,Accepted,E-mail,2014-02-05,A,3.3,166,150,4.5,NA
269448,2014-02-06,University Of Pennsylvania,Mechanical Engineering And Applied Mechanics,PhD,F14,Accepted,Website,2014-02-06,I,NA,158,170,4.5,NA
269469,2014-02-06,University Of Pennsylvania,Public Health,Masters,F14,Rejected,E-mail,2014-02-05,I,NA,NA,NA,NA,NA
269527,2014-02-06,University Of Pennsylvania,Materials Science,PhD,F14,Accepted,E-mail,2014-02-06,A,NA,NA,NA,NA,NA
269530,2014-02-06,University Of Pennsylvania,Robotics,Masters,F14,Rejected,E-mail,2014-01-04,I,3.3,164,160,4,NA
269552,2014-02-06,University Of Pennsylvania,Materials Science And Engineering,PhD,F14,Accepted,E-mail,2014-02-06,A,3.64,161,167,4,NA
269570,2014-02-06,University Of Pennsylvania,Electrical Engineering,PhD,F14,Accepted,E-mail,2014-02-06,I,3.92,151,169,3.5,900
269612,2014-02-06,University Of Pennsylvania,Mechanical Engineering And Applied Mechanics,PhD,F14,Accepted,E-mail,2014-02-06,I,NA,158,170,4.5,NA
269698,2014-02-06,University Of Pennsylvania,Art History,PhD,F14,Accepted,Phone,2014-02-06,A,NA,NA,NA,NA,NA
269750,2014-02-06,University Of Pennsylvania,Computer Science,PhD,F14,Accepted,E-mail,2014-02-06,A,4,157,165,4,NA
269845,2014-02-06,University Of Pennsylvania,Mediterranean Archaeology,Masters,F14,Accepted,E-mail,2014-02-06,O,NA,NA,NA,NA,NA
269859,2014-02-06,University Of Pennsylvania,Computer Science,PhD,F14,Accepted,E-mail,2014-02-04,A,NA,NA,NA,NA,NA
269883,2014-02-06,University Of Pennsylvania,Studio Art,MFA,F14,Interview,Phone,2014-02-05,A,NA,NA,NA,NA,NA
270034,2014-02-06,University Of Pennsylvania,Materials Science,PhD,F14,Accepted,Website,2014-02-06,U,NA,NA,NA,NA,NA
270042,2014-02-06,University Of Pennsylvania,Medical Physics,Masters,F14,Rejected,E-mail,2014-02-06,A,3.2,161,165,4.5,NA
270300,2014-02-07,University Of Pennsylvania,Public Health (MPH),Masters,F14,Rejected,E-mail,2014-02-05,I,NA,NA,NA,NA,NA
270398,2014-02-07,University Of Pennsylvania,Communication,PhD,F14,Rejected,E-mail,2014-02-07,A,NA,NA,NA,NA,NA
270421,2014-02-07,University Of Pennsylvania,Communication,PhD,F14,Rejected,E-mail,2014-02-07,A,NA,NA,NA,NA,NA
270481,2014-02-07,University Of Pennsylvania,The Annenberg School Of Communication,PhD,F14,Rejected,E-mail,2014-02-07,A,2.78,148,148,3.5,NA
270539,2014-02-07,University Of Pennsylvania,Annenberg School For Communication,PhD,F14,Rejected,E-mail,2014-02-07,A,3.63,169,159,6,NA
270578,2014-02-07,University Of Pennsylvania,Communication,PhD,F14,Rejected,E-mail,2014-02-07,A,NA,161,155,5,NA
270679,2014-02-07,University Of Pennsylvania,Chemical Engineering,PhD,F14,Accepted,E-mail,2014-02-07,I,3.67,159,170,4,NA
271187,2014-02-08,University Of Pennsylvania,Camb,PhD,F14,Rejected,E-mail,2014-02-07,A,NA,NA,NA,NA,NA
271196,2014-02-08,University Of Pennsylvania,Epi/Biostat,Masters,F14,Accepted,E-mail,2014-02-03,A,3.8,162,167,0,NA
271293,2014-02-08,University Of Pennsylvania,Cell And Molecular Biology (CAMB),PhD,F14,Rejected,E-mail,2014-02-07,A,3.68,162,160,4.5,NA
271340,2014-02-08,University Of Pennsylvania,CAMB,PhD,F14,Rejected,E-mail,2014-02-07,A,NA,NA,NA,NA,NA
271386,2014-02-08,University Of Pennsylvania,Annenberg School Of Communication,PhD,F14,Rejected,E-mail,2014-02-07,U,NA,NA,NA,NA,NA
271510,2014-02-09,University Of Pennsylvania,History- Latin America,PhD,F14,Interview,E-mail,2014-02-04,A,NA,NA,NA,NA,NA
272005,2014-02-10,University Of Pennsylvania,Operations Management,PhD,F14,Rejected,Website,2014-02-10,U,NA,NA,NA,NA,NA
272021,2014-02-10,University Of Pennsylvania,City And Regional Planning,Masters,F14,Accepted,E-mail,2014-02-04,A,NA,NA,NA,NA,NA
272023,2014-02-10,University Of Pennsylvania,Operations Management,PhD,F14,Rejected,E-mail,2014-02-10,U,3.95,170,147,4,NA
272126,2014-02-10,University Of Pennsylvania,CAMB,PhD,F14,Accepted,E-mail,2014-02-10,A,3.78,163,159,5,680
272174,2014-02-10,University Of Pennsylvania,Bioengineering,PhD,F14,Interview,E-mail,2014-02-10,A,3.96,162,169,5.5,NA
272568,2014-02-11,University Of Pennsylvania,Chemistry,PhD,F14,Accepted,E-mail,2014-01-24,A,3.75,164,163,4,NA
272610,2014-02-11,University Of Pennsylvania,Information Management,PhD,F14,Rejected,Website,2014-02-11,I,NA,NA,NA,NA,NA
272616,2014-02-11,University Of Pennsylvania,Annenberg School Of Communications,PhD,F14,Rejected,E-mail,2014-02-07,A,NA,NA,NA,NA,NA
272680,2014-02-11,University Of Pennsylvania,Criminology,PhD,F14,Accepted,Phone,2014-02-03,A,NA,NA,NA,NA,NA
272774,2014-02-11,University Of Pennsylvania,"Public Health, Generalist, MPH",Masters,F14,Rejected,E-mail,2014-02-05,I,NA,NA,NA,NA,NA
272979,2014-02-11,University Of Pennsylvania,East Asian Languages & Civilizations,PhD,F14,Accepted,E-mail,2014-02-11,A,4,159,152,4,NA
273101,2014-02-11,University Of Pennsylvania,EALC (East Asian Languages And Cultures),PhD,F14,Accepted,E-mail,2014-02-11,A,NA,NA,NA,NA,NA
273109,2014-02-11,University Of Pennsylvania,Social Work,Masters,F14,Accepted,Phone,2014-02-10,A,NA,NA,NA,NA,NA
273172,2014-02-11,University Of Pennsylvania,Chemical Engineering,PhD,F14,Accepted,E-mail,2014-01-12,U,3.9,168,170,4,NA
273565,2014-02-12,University Of Pennsylvania,Biology Graduate Group,PhD,F14,Accepted,E-mail,2014-02-12,U,3.57,160,166,4,NA
274163,2014-02-12,University Of Pennsylvania,Biochemistry And Molecular Biophysics,PhD,F14,Accepted,E-mail,2014-02-12,A,3.64,159,160,4.5,NA
274253,2014-02-12,University Of Pennsylvania,Neuroscience,PhD,F14,Accepted,E-mail,2014-02-12,A,NA,NA,NA,NA,NA
274281,2014-02-12,University Of Pennsylvania,Statistics,PhD,F14,Rejected,Website,2014-02-12,A,3.86,168,166,4.5,NA
275106,2014-02-13,University Of Pennsylvania,Chemical Engineering,Masters,F14,Accepted,Website,2014-01-16,I,3.75,163,163,4.5,NA
275434,2014-02-13,University Of Pennsylvania,Mechanical Engineering,Masters,F14,Accepted,Website,2014-01-23,U,NA,NA,NA,NA,NA
275704,2014-02-14,University Of Pennsylvania,Material Science And Engineering,Masters,F13,Accepted,E-mail,2014-02-11,I,3.6,145,168,3.5,NA
275705,2014-02-14,University Of Pennsylvania,Material Science And Engineering,Masters,F14,Accepted,E-mail,2014-02-11,I,3.6,145,168,3.5,NA
275903,2014-02-14,University Of Pennsylvania,Genomics And Computational Biology,PhD,F14,Accepted,Website,2014-02-13,A,3.81,165,164,4.5,NA
275951,2014-02-14,University Of Pennsylvania,Biomedical Studies,PhD,F14,Rejected,E-mail,2014-02-14,A,NA,NA,NA,NA,NA
276802,2014-02-15,University Of Pennsylvania,Education,Masters,F14,Accepted,E-mail,2014-02-15,A,3.98,168,164,5,NA
276906,2014-02-15,University Of Pennsylvania,Higher Education,Masters,F14,Accepted,E-mail,2014-02-14,U,3.73,150,167,4,NA
276910,2014-02-15,University Of Pennsylvania,Higher Education Administration,Masters,F14,Accepted,Website,2014-02-15,A,3.6,162,159,4.5,NA
277108,2014-02-15,University Of Pennsylvania,Higher Education Administration,Masters,F14,Accepted,E-mail,2014-02-15,A,3.3,170,161,5.5,NA
277418,2014-02-16,University Of Pennsylvania,Biomedical Graduate Studies,PhD,F14,Rejected,E-mail,2014-01-17,A,3.8,162,166,4,NA
277689,2014-02-17,University Of Pennsylvania,"CAMB Microbiology, Virology, And Parasitology",PhD,F14,Rejected,E-mail,2014-02-07,A,NA,NA,NA,NA,NA
277909,2014-02-17,University Of Pennsylvania,City And Regional Planning,Masters,F14,Accepted,E-mail,2014-02-17,U,NA,NA,NA,NA,NA
277991,2014-02-17,University Of Pennsylvania,City And Regional Planning,Masters,F14,Accepted,E-mail,2014-02-17,A,3.3,169,160,4,NA
278003,2014-02-17,University Of Pennsylvania,City And Regional Planning,Masters,F14,Accepted,E-mail,2014-02-17,A,3.5,156,160,5,NA
278011,2014-02-17,University Of Pennsylvania,Higher Education,Masters,F14,Accepted,E-mail,2014-02-17,O,NA,NA,NA,NA,NA
278111,2014-02-18,University Of Pennsylvania,City And Regional Planning,Masters,F14,Accepted,E-mail,2014-02-18,A,NA,NA,NA,NA,NA
278371,2014-02-18,University Of Pennsylvania,City And Regional Planning,Masters,F14,Accepted,E-mail,2014-02-17,A,NA,NA,NA,NA,NA
278410,2014-02-18,University Of Pennsylvania,Cell Developmental And Molecular Biology,PhD,F14,Rejected,E-mail,2014-02-18,I,3.72,170,156,3,NA
278446,2014-02-18,University Of Pennsylvania,Biology,PhD,F14,Wait listed,E-mail,2014-02-18,A,NA,NA,NA,NA,NA
278606,2014-02-18,University Of Pennsylvania,Computer Science,PhD,F14,Rejected,Website,2014-02-18,I,NA,NA,NA,NA,NA
278625,2014-02-18,University Of Pennsylvania,City And Regional Planning,Masters,F14,Accepted,E-mail,2014-02-17,I,NA,NA,NA,NA,NA
278686,2014-02-18,University Of Pennsylvania,Mechanical Of Engineering,PhD,F14,Accepted,E-mail,2014-02-18,A,NA,NA,NA,NA,NA
278723,2014-02-18,University Of Pennsylvania,History,PhD,F14,Accepted,E-mail,2014-02-18,A,NA,NA,NA,NA,NA
278822,2014-02-18,University Of Pennsylvania,Computer Science,PhD,F14,Rejected,Website,2014-02-18,A,3.33,157,170,4,NA
279143,2014-02-19,University Of Pennsylvania,Non-profit Leadership,Masters,F14,Accepted,E-mail,2014-02-19,I,NA,NA,NA,NA,NA
279202,2014-02-19,University Of Pennsylvania,City And Regional Planning,Masters,F14,Accepted,E-mail,2014-02-18,I,3.68,168,155,3.5,NA
279309,2014-02-19,University Of Pennsylvania,Health Policy & Management,PhD,F14,Wait listed,E-mail,2014-02-18,A,NA,NA,NA,NA,NA
279313,2014-02-19,University Of Pennsylvania,Sociology,PhD,F14,Accepted,E-mail,2014-02-18,A,NA,NA,NA,NA,NA
279322,2014-02-19,University Of Pennsylvania,Historic Preservation,Masters,F14,Accepted,E-mail,2014-02-19,A,NA,NA,NA,NA,NA
