submissionId,submissionDate,institution,major,degree,sem,notif_result,notif_method,notif_date,studentType,gpa,gre_v,gre_q,gre_w,gre_subject
3093,2006-02-28,Brown University,Philosophy,PhD,F06,Rejected,Postal Service,2006-02-28,A,NA,NA,NA,NA,NA
3105,2006-02-28,Brown University,Philosophy,PhD,F06,Rejected,Postal Service,2006-02-28,A,NA,NA,NA,NA,NA
3110,2006-02-28,Brown University,Economics,PhD,F06,Accepted,E-mail,2006-02-28,A,NA,NA,NA,NA,NA
3130,2006-02-28,Brown University,Sociology,PhD,F06,Rejected,Postal Service,2006-02-28,A,NA,NA,NA,NA,NA
3137,2006-02-28,Brown University,Philosophy,PhD,F06,Rejected,Postal Service,2006-02-27,A,NA,NA,NA,NA,NA
3146,2006-02-28,Brown University,Philosophy,PhD,F06,Rejected,Postal Service,2006-02-28,A,NA,NA,NA,NA,NA
3193,2006-02-28,Brown University,Public Policy,Masters,F06,Accepted,E-mail,2006-02-22,A,NA,NA,NA,NA,NA
3247,2006-03-01,Brown University,History,PhD,F06,Accepted,E-mail,2006-02-22,A,NA,NA,NA,NA,NA
3253,2006-03-01,Brown University,Sociology,PhD,F06,Rejected,Postal Service,2006-03-01,I,NA,NA,NA,NA,NA
3257,2006-03-01,Brown University,Philosophy,PhD,F06,Rejected,Postal Service,2006-02-28,U,NA,NA,NA,NA,NA
3272,2006-03-01,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-01,I,NA,NA,NA,NA,NA
3282,2006-03-01,Brown University,Economics,PhD,F06,Accepted,E-mail,2006-02-28,A,NA,NA,NA,NA,NA
3297,2006-03-01,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-01,O,NA,NA,NA,NA,NA
3298,2006-03-01,Brown University,Econ,PhD,F06,Accepted,E-mail,2006-03-01,I,NA,NA,NA,NA,NA
3305,2006-03-01,Brown University,Economics,PhD,F06,Accepted,E-mail,2006-03-01,U,NA,NA,NA,NA,NA
3315,2006-03-01,Brown University,Public Policy,Masters,F06,Accepted,E-mail,2006-02-22,A,NA,NA,NA,NA,NA
3316,2006-03-01,Brown University,Economics,PhD,F06,Accepted,E-mail,2006-03-01,I,NA,NA,NA,NA,NA
3330,2006-03-01,Brown University,Physics,PhD,F06,Rejected,E-mail,2006-03-01,A,NA,NA,NA,NA,NA
3361,2006-03-01,Brown University,American Studies,PhD,F06,Rejected,Postal Service,2006-02-26,A,NA,NA,NA,NA,NA
3465,2006-03-01,Brown University,Philosophy,PhD,F06,Rejected,Postal Service,2006-02-28,A,NA,NA,NA,NA,NA
3475,2006-03-01,Brown University,Art History,PhD,F06,Rejected,Postal Service,2006-03-02,I,NA,NA,NA,NA,NA
3505,2006-03-02,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-02,A,NA,NA,NA,NA,NA
3506,2006-03-02,Brown University,Computer Science,PhD,F06,Rejected,Postal Service,2006-03-02,A,NA,NA,NA,NA,NA
3511,2006-03-02,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-02,A,NA,NA,NA,NA,NA
3525,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
3527,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,U,NA,NA,NA,NA,NA
3529,2006-03-02,Brown University,Economics,PhD,F06,Accepted,E-mail,2006-02-28,I,NA,NA,NA,NA,NA
3531,2006-03-02,Brown University,Econ,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
3533,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3535,2006-03-02,Brown University,Econ,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
3536,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,U,NA,NA,NA,NA,NA
3537,2006-03-02,Brown University,Econ,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
3540,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,U,NA,NA,NA,NA,NA
3544,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3546,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3551,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
3552,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3557,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,U,NA,NA,NA,NA,NA
3560,2006-03-02,Brown University,Econ,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
3570,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,U,NA,NA,NA,NA,NA
3571,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3576,2006-03-02,Brown University,Economics,PhD,F06,Accepted,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3580,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3581,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3588,2006-03-02,Brown University,Philosophy,PhD,F06,Wait listed,Postal Service,2006-02-20,I,NA,NA,NA,NA,NA
3592,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,U,NA,NA,NA,NA,NA
3594,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3601,2006-03-02,Brown University,Econ,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3613,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3614,2006-03-02,Brown University,Econ,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3619,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,U,NA,NA,NA,NA,NA
3626,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3627,2006-03-02,Brown University,Econ,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
3633,2006-03-02,Brown University,French,PhD,F06,Rejected,Postal Service,2006-03-02,A,NA,NA,NA,NA,NA
3643,2006-03-02,Brown University,Physics,PhD,F06,Accepted,Postal Service,2006-03-02,A,NA,NA,NA,NA,NA
3751,2006-03-02,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
3761,2006-03-03,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-03,I,NA,NA,NA,NA,NA
3775,2006-03-03,Brown University,Philosophy,PhD,F06,Rejected,Postal Service,2006-02-27,U,NA,NA,NA,NA,NA
3884,2006-03-03,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,U,NA,NA,NA,NA,NA
3962,2006-03-03,Brown University,Religion,PhD,F06,Wait listed,Postal Service,2006-02-27,U,NA,NA,NA,NA,NA
4027,2006-03-03,Brown University,Philosophy,PhD,F06,Rejected,Postal Service,2006-03-03,A,NA,NA,NA,NA,NA
4104,2006-03-04,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-04,A,NA,NA,NA,NA,NA
4147,2006-03-04,Brown University,Philosophy,PhD,F06,Accepted,Postal Service,2006-02-25,A,NA,NA,NA,NA,NA
4190,2006-03-04,Brown University,Physics,PhD,F06,Accepted,Postal Service,2006-03-05,A,NA,NA,NA,NA,NA
4213,2006-03-05,Brown University,Material Sciene,PhD,F06,Accepted,E-mail,2006-02-24,I,NA,NA,NA,NA,NA
4225,2006-03-05,Brown University,Econ,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
4255,2006-03-05,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-03,I,NA,NA,NA,NA,NA
4329,2006-03-06,Brown University,Economics,PhD,F06,Accepted,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
4340,2006-03-06,Brown University,Modern Culture And Media,PhD,F06,Rejected,Postal Service,2006-03-06,A,NA,NA,NA,NA,NA
4396,2006-03-06,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-06,A,NA,NA,NA,NA,NA
4427,2006-03-06,Brown University,English,PhD,F06,Rejected,E-mail,2006-03-06,A,NA,NA,NA,NA,NA
4594,2006-03-07,Brown University,Development Economics,Masters,F06,Accepted,Postal Service,2006-03-06,I,NA,NA,NA,NA,NA
4656,2006-03-07,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-06,A,NA,NA,NA,NA,NA
4677,2006-03-07,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-06,A,NA,NA,NA,NA,NA
4884,2006-03-08,Brown University,Economics,PhD,F06,Accepted,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
5098,2006-03-08,Brown University,Computer Science,PhD,F06,Rejected,Postal Service,2006-03-08,A,NA,NA,NA,NA,NA
5445,2006-03-10,Brown University,Computer Science,PhD,F06,Rejected,Postal Service,2006-03-10,I,NA,NA,NA,NA,NA
5490,2006-03-10,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,A,NA,NA,NA,NA,NA
5545,2006-03-10,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-10,A,NA,NA,NA,NA,NA
5658,2006-03-11,Brown University,Political Science,PhD,F06,Wait listed,Postal Service,2006-03-12,A,NA,NA,NA,NA,NA
5691,2006-03-12,Brown University,Computer Science,PhD,F06,Rejected,Postal Service,2006-03-12,I,NA,NA,NA,NA,NA
5698,2006-03-12,Brown University,Modern Culture And Media,PhD,F06,Rejected,Postal Service,2006-03-11,A,NA,NA,NA,NA,NA
5719,2006-03-12,Brown University,Applied Mathematics,PhD,F06,Accepted,Postal Service,2006-03-11,A,NA,NA,NA,NA,NA
5749,2006-03-12,Brown University,Philosophy,PhD,F06,Rejected,Postal Service,2006-03-01,A,NA,NA,NA,NA,NA
5820,2006-03-13,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-13,I,NA,NA,NA,NA,NA
5884,2006-03-13,Brown University,Applied Mathematics,PhD,F06,Rejected,E-mail,2006-03-13,U,NA,NA,NA,NA,NA
5911,2006-03-13,Brown University,English,PhD,F06,Rejected,Other,2006-03-14,A,NA,NA,NA,NA,NA
6035,2006-03-14,Brown University,Geological Sciences,PhD,F06,Rejected,Postal Service,2006-03-13,A,NA,NA,NA,NA,NA
6046,2006-03-14,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-14,I,NA,NA,NA,NA,NA
6050,2006-03-14,Brown University,Creative Writing Fiction,MFA,F06,Rejected,Postal Service,2006-03-13,A,NA,NA,NA,NA,NA
6080,2006-03-14,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-14,A,NA,NA,NA,NA,NA
6096,2006-03-14,Brown University,French,PhD,F06,Rejected,Postal Service,2006-03-14,I,NA,NA,NA,NA,NA
6328,2006-03-15,Brown University,Creative Writing,MFA,F06,Rejected,Postal Service,2006-03-15,A,NA,NA,NA,NA,NA
6474,2006-03-15,Brown University,English,PhD,F06,Rejected,Postal Service,2006-03-08,A,NA,NA,NA,NA,NA
6533,2006-03-16,Brown University,Political Science,PhD,F06,Rejected,Postal Service,2006-03-16,A,NA,NA,NA,NA,NA
6579,2006-03-16,Brown University,American Studies,PhD,F06,Rejected,Postal Service,6-03-08,A,NA,NA,NA,NA,NA
6584,2006-03-16,Brown University,Political Science,PhD,F06,Rejected,Postal Service,2006-03-16,A,NA,NA,NA,NA,NA
6618,2006-03-16,Brown University,Political Science,PhD,F06,Rejected,Postal Service,2006-03-16,A,NA,NA,NA,NA,NA
6647,2006-03-16,Brown University,Applied Mathematics,PhD,F06,Rejected,Postal Service,2006-03-15,I,NA,NA,NA,NA,NA
6681,2006-03-17,Brown University,Molecular Cell Biology,PhD,F06,Rejected,E-mail,2006-03-16,I,NA,NA,NA,NA,NA
6782,2006-03-17,Brown University,Economics,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
6787,2006-03-17,Brown University,Linguistics,PhD,F06,Accepted,E-mail,2006-03-15,A,NA,NA,NA,NA,NA
6861,2006-03-18,Brown University,Econ,PhD,F06,Rejected,E-mail,2006-03-02,I,NA,NA,NA,NA,NA
7068,2006-03-20,Brown University,Creative Writing--Fiction,MFA,F06,Rejected,Postal Service,2006-03-20,A,NA,NA,NA,NA,NA
7342,2006-03-22,Brown University,Physics,PhD,F06,Accepted,E-mail,2006-03-22,I,NA,NA,NA,NA,NA
7488,2006-03-23,Brown University,Creative Writing-Poetry,MFA,F06,Rejected,Postal Service,2006-03-23,A,NA,NA,NA,NA,NA
7573,2006-03-24,Brown University,Literary Arts--Poetry,MFA,F06,Rejected,Postal Service,2006-03-23,A,NA,NA,NA,NA,NA
8148,2006-04-03,Brown University,Cognitive Science And Linguistics,PhD,F06,Rejected,Postal Service,2006-04-04,A,NA,NA,NA,NA,NA
8295,2006-04-06,Brown University,English,PhD,F06,Rejected,Postal Service,2006-04-06,A,NA,NA,NA,NA,NA
8307,2006-04-06,Brown University,Electrical Sciences And Computer Engineering,Masters,F06,Rejected,E-mail,2006-04-06,I,NA,NA,NA,NA,NA
8489,2006-04-12,Brown University,Materials Science And Engg.,Masters,F06,Rejected,Postal Service,2006-04-12,I,NA,NA,NA,NA,NA
8611,2006-04-17,Brown University,Applied Mathematics,PhD,F06,Accepted,E-mail,2006-04-17,A,NA,NA,NA,NA,NA
8767,2006-04-30,Brown University,Mech. Eng.,PhD,F06,Rejected,Postal Service,2006-04-30,I,NA,NA,NA,NA,NA
8930,2007-01-13,Brown University,Neuroscience,PhD,F07,Interview,Phone,2007-01-10,A,NA,NA,NA,NA,NA
9650,2007-02-10,Brown University,Computer Science,PhD,F07,Accepted,E-mail,2007-02-05,A,NA,NA,NA,NA,NA
9975,2007-02-14,Brown University,Neuroscience,PhD,F07,Rejected,E-mail,2007-02-14,I,NA,NA,NA,NA,NA
9999,2007-02-14,Brown University,Anthropology,PhD,F07,Accepted,E-mail,2007-02-14,O,NA,NA,NA,NA,NA
10046,2007-02-15,Brown University,Anthropology,PhD,F07,Accepted,E-mail,2007-02-14,A,NA,NA,NA,NA,NA
10075,2007-02-15,Brown University,English,PhD,F07,Accepted,Phone,2007-02-15,A,NA,NA,NA,NA,NA
10077,2007-02-15,Brown University,English,PhD,F07,Accepted,Phone,2007-02-15,A,NA,NA,NA,NA,NA
10211,2007-02-16,Brown University,Economics,PhD,F07,Accepted,Phone,2007-02-16,U,NA,NA,NA,NA,NA
10486,2007-02-19,Brown University,Chemistry,PhD,F07,Accepted,Phone,2007-02-19,A,NA,NA,NA,NA,NA
10652,2007-02-21,Brown University,Mathematics,PhD,F07,Accepted,E-mail,2007-02-21,U,NA,NA,NA,NA,NA
10679,2007-02-21,Brown University,Mathematics,PhD,F07,Accepted,E-mail,2007-02-21,I,NA,NA,NA,NA,NA
10724,2007-02-21,Brown University,Math,PhD,F07,Rejected,Phone,2007-02-21,A,NA,NA,NA,NA,NA
10743,2007-02-21,Brown University,Mathematics,PhD,F07,Accepted,Phone,2007-02-22,I,NA,NA,NA,NA,NA
11055,2007-02-23,Brown University,Computer Science,PhD,F07,Rejected,E-mail,2007-02-23,U,NA,NA,NA,NA,NA
11131,2007-02-23,Brown University,Urban Education,Masters,F07,Accepted,E-mail,2007-02-23,A,NA,NA,NA,NA,NA
11179,2007-02-23,Brown University,Urban Education Policy,Masters,F07,Accepted,E-mail,2007-02-24,A,NA,NA,NA,NA,NA
11216,2007-02-24,Brown University,Urban Education Policy,Masters,F07,Accepted,E-mail,2007-02-23,A,NA,NA,NA,NA,NA
11363,2007-02-25,Brown University,Education,Masters,F07,Accepted,E-mail,2007-02-26,A,NA,NA,NA,NA,NA
11486,2007-02-26,Brown University,Political Science,PhD,F07,Accepted,Phone,2007-02-23,A,NA,NA,NA,NA,NA
11686,2007-02-27,Brown University,Philosophy,PhD,F07,Accepted,Phone,2007-02-27,A,NA,NA,NA,NA,NA
11718,2007-02-27,Brown University,Computer Science,PhD,F07,Rejected,E-mail,2007-02-27,I,NA,NA,NA,NA,NA
11792,2007-02-27,Brown University,Philosophy,PhD,F07,Accepted,E-mail,2007-02-27,A,NA,NA,NA,NA,NA
11972,2007-02-28,Brown University,Philosophy,PhD,F07,Accepted,Phone,2007-02-28,A,NA,NA,NA,NA,NA
12367,2007-03-02,Brown University,Sociology,PhD,F07,Rejected,E-mail,2007-03-02,I,NA,NA,NA,NA,NA
12453,2007-03-02,Brown University,Physics,PhD,F07,Accepted,E-mail,2007-03-01,A,NA,NA,NA,NA,NA
12495,2007-03-02,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-02,A,NA,NA,NA,NA,NA
12500,2007-03-02,Brown University,American Civ,PhD,F07,Rejected,E-mail,2007-03-02,A,NA,NA,NA,NA,NA
12731,2007-03-03,Brown University,Modern Culture And Media,PhD,F07,Rejected,E-mail,2007-03-03,A,NA,NA,NA,NA,NA
12772,2007-03-04,Brown University,American Civilization,PhD,F07,Accepted,Phone,2007-03-04,A,NA,NA,NA,NA,NA
12805,2007-03-04,Brown University,Modern Culture And Media,PhD,F07,Accepted,E-mail,2007-03-03,A,NA,NA,NA,NA,NA
12815,2007-03-04,Brown University,Modern Culture And Media,PhD,F07,Rejected,E-mail,2007-03-05,I,NA,NA,NA,NA,NA
12820,2007-03-04,Brown University,"MCM, MCM",PhD,F07,Rejected,E-mail,2007-03-05,A,NA,NA,NA,NA,NA
12866,2007-03-05,Brown University,Sociology,PhD,F07,Rejected,E-mail,2007-03-05,A,NA,NA,NA,NA,NA
12867,2007-03-05,Brown University,Sociology,PhD,F07,Rejected,E-mail,2007-03-05,A,NA,NA,NA,NA,NA
12883,2007-03-05,Brown University,Philosophy,PhD,F07,Rejected,Postal Service,2007-03-05,A,NA,NA,NA,NA,NA
12926,2007-03-05,Brown University,Philosophy,PhD,F07,Rejected,Postal Service,2007-03-05,A,NA,NA,NA,NA,NA
12931,2007-03-05,Brown University,Econ,PhD,F07,Accepted,E-mail,2007-03-05,I,NA,NA,NA,NA,NA
12944,2007-03-05,Brown University,Economics,PhD,F07,Accepted,E-mail,2007-03-05,I,NA,NA,NA,NA,NA
12947,2007-03-05,Brown University,Economics,PhD,F07,Accepted,E-mail,2007-03-05,I,NA,NA,NA,NA,NA
12949,2007-03-05,Brown University,Economics,PhD,F07,Accepted,E-mail,2007-03-05,A,NA,NA,NA,NA,NA
12960,2007-03-05,Brown University,Economics,PhD,F07,Accepted,E-mail,2007-03-05,I,NA,NA,NA,NA,NA
12984,2007-03-05,Brown University,Philosophy,PhD,F07,Rejected,Postal Service,2007-03-05,A,NA,NA,NA,NA,NA
13003,2007-03-05,Brown University,Philosophy,PhD,F07,Rejected,Postal Service,2007-03-05,A,NA,NA,NA,NA,NA
13140,2007-03-06,Brown University,Economics,PhD,F07,Accepted,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13158,2007-03-06,Brown University,Economics,PhD,F07,Accepted,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13198,2007-03-06,Brown University,Political Science,PhD,F07,Rejected,E-mail,2007-03-06,U,NA,NA,NA,NA,NA
13228,2007-03-06,Brown University,Economics,PhD,F07,Accepted,E-mail,2007-03-06,I,NA,NA,NA,NA,NA
13229,2007-03-06,Brown University,Economics,PhD,F07,Wait listed,E-mail,2007-03-06,U,NA,NA,NA,NA,NA
13234,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13246,2007-03-06,Brown University,Econ,PhD,F07,Rejected,E-mail,2007-03-06,U,NA,NA,NA,NA,NA
13248,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,U,NA,NA,NA,NA,NA
13250,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13255,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,U,NA,NA,NA,NA,NA
13261,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13263,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,U,NA,NA,NA,NA,NA
13270,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13277,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,I,NA,NA,NA,NA,NA
13285,2007-03-06,Brown University,English,PhD,F07,Rejected,Other,2007-02-27,I,NA,NA,NA,NA,NA
13286,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13287,2007-03-06,Brown University,Physics,PhD,F07,Rejected,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13301,2007-03-06,Brown University,Econ,PhD,F07,Rejected,E-mail,2007-03-06,U,NA,NA,NA,NA,NA
13309,2007-03-06,Brown University,Physics,PhD,F07,Wait listed,E-mail,2007-03-06,U,NA,NA,NA,NA,NA
13311,2007-03-06,Brown University,Econ,PhD,F07,Rejected,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13324,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,I,NA,NA,NA,NA,NA
13330,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,I,NA,NA,NA,NA,NA
13342,2007-03-06,Brown University,Economics,PhD,F07,Wait listed,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13343,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,I,NA,NA,NA,NA,NA
13349,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13351,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,I,NA,NA,NA,NA,NA
13387,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-07,A,NA,NA,NA,NA,NA
13394,2007-03-06,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-07,A,NA,NA,NA,NA,NA
13428,2007-03-06,Brown University,Philosophy,PhD,F07,Rejected,Postal Service,2007-03-05,A,NA,NA,NA,NA,NA
13446,2007-03-07,Brown University,Econ Phd,PhD,F07,Rejected,E-mail,2007-03-07,I,NA,NA,NA,NA,NA
13449,2007-03-07,Brown University,Econ,PhD,F07,Wait listed,E-mail,2007-03-06,I,NA,NA,NA,NA,NA
13491,2007-03-07,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,I,NA,NA,NA,NA,NA
13517,2007-03-07,Brown University,Economics,PhD,F07,Rejected,E-mail,2007-03-06,A,NA,NA,NA,NA,NA
13842,2007-03-08,Brown University,Philosophy,PhD,F07,Rejected,Postal Service,2007-03-08,A,NA,NA,NA,NA,NA
13920,2007-03-08,Brown University,Computer Science,PhD,F07,Rejected,Other,2007-03-09,I,NA,NA,NA,NA,NA
13928,2007-03-08,Brown University,Econ,PhD,F07,Accepted,E-mail,2007-03-08,I,NA,NA,NA,NA,NA
13958,2007-03-09,Brown University,Computer Science,Masters,F07,Accepted,E-mail,2007-03-06,I,NA,NA,NA,NA,NA
13989,2007-03-09,Brown University,History,PhD,F07,Rejected,Postal Service,2007-03-06,A,NA,NA,NA,NA,NA
14010,2007-03-09,Brown University,Public Policy,Masters,F07,Accepted,E-mail,2007-03-09,A,NA,NA,NA,NA,NA
14013,2007-03-09,Brown University,English,PhD,F07,Rejected,Postal Service,2007-03-09,A,NA,NA,NA,NA,NA
14015,2007-03-09,Brown University,Public Policy,Masters,F07,Accepted,E-mail,2007-03-09,A,NA,NA,NA,NA,NA
14022,2007-03-09,Brown University,Public Policy,Masters,F07,Accepted,E-mail,2007-03-09,U,NA,NA,NA,NA,NA
14098,2007-03-09,Brown University,Public Policy,Masters,F07,Accepted,E-mail,2007-03-09,A,NA,NA,NA,NA,NA
14101,2007-03-09,Brown University,American Civilization,PhD,F07,Rejected,Postal Service,2007-03-09,A,NA,NA,NA,NA,NA
14110,2007-03-09,Brown University,Philosophy,PhD,F07,Rejected,Postal Service,2007-03-08,A,NA,NA,NA,NA,NA
14117,2007-03-09,Brown University,American Civilization,PhD,F07,Rejected,Postal Service,2007-03-09,A,NA,NA,NA,NA,NA
