submissionId,submissionDate,institution,major,degree,sem,notif_result,notif_method,notif_date,studentType,gpa,gre_v,gre_q,gre_w,gre_subject
160527,2012-02-15,UCLA,BBS - Interdepartmental Neuroscience Program,PhD,F12,Rejected,E-mail,2012-02-15,A,NA,NA,NA,NA,NA
160531,2012-02-15,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-02-15,I,NA,NA,NA,NA,NA
160536,2012-02-15,UCLA,English,PhD,F12,Rejected,Website,2012-02-15,A,NA,NA,NA,NA,NA
160539,2012-02-15,UCLA,Asian Languages And Cultures,PhD,F12,Rejected,E-mail,2012-02-15,U,NA,NA,NA,NA,NA
160542,2012-02-15,UCLA,English,PhD,F12,Rejected,E-mail,2012-02-15,A,3.95,164,143,5,620
160548,2012-02-15,UCLA,Classics,PhD,F12,Rejected,E-mail,2012-01-30,A,NA,NA,NA,NA,NA
160575,2012-02-15,UCLA,Neuroscience,PhD,F12,Rejected,E-mail,2012-02-15,A,NA,NA,NA,NA,NA
160579,2012-02-15,UCLA,ACCESS,PhD,F12,Accepted,E-mail,2012-02-09,A,NA,NA,NA,NA,NA
160637,2012-02-15,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-02-15,I,NA,NA,NA,NA,NA
160641,2012-02-15,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-02-15,O,NA,NA,NA,NA,NA
160716,2012-02-15,UCLA,Clinical Psychology,PhD,F12,Accepted,E-mail,2012-02-15,O,NA,NA,NA,NA,NA
161254,2012-02-16,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-02-16,U,NA,NA,NA,NA,NA
161394,2012-02-16,UCLA,Anthropology,PhD,F12,Accepted,Phone,2012-02-16,O,NA,NA,NA,NA,NA
161918,2012-02-17,UCLA,Physics,PhD,F12,Accepted,E-mail,2012-02-17,A,NA,NA,NA,NA,NA
161974,2012-02-17,UCLA,Music Theory & Composition,Masters,F12,Rejected,E-mail,2012-02-01,A,NA,NA,NA,NA,NA
162029,2012-02-17,UCLA,Political Science,PhD,F12,Rejected,E-mail,2012-02-17,A,3.76,170,165,6,NA
162047,2012-02-17,UCLA,East Asian Studies,Masters,F12,Rejected,E-mail,2012-02-16,I,NA,NA,NA,NA,NA
162083,2012-02-17,UCLA,Comparative Politics,PhD,F12,Rejected,Website,2012-02-17,U,3.8,156,158,4,NA
162087,2012-02-17,UCLA,Department Of Political Science,PhD,F12,Rejected,E-mail,2012-02-17,A,NA,NA,NA,NA,NA
162089,2012-02-17,UCLA,Biostatistics,PhD,F12,Accepted,Phone,2012-02-12,A,3.6,161,165,5,NA
162157,2012-02-17,UCLA,Comparative Literature,PhD,F12,Accepted,E-mail,2012-02-16,U,NA,NA,NA,NA,NA
162382,2012-02-17,UCLA,Department Of Political Science,PhD,F12,Rejected,E-mail,2012-02-14,I,NA,NA,NA,NA,NA
162443,2012-02-17,UCLA,Anthropology (cultural),PhD,F12,Accepted,E-mail,2012-02-15,I,NA,NA,NA,NA,NA
162791,2012-02-18,UCLA,Anthropolgy,PhD,F12,Accepted,E-mail,2012-02-17,I,NA,NA,NA,NA,NA
162980,2012-02-18,UCLA,Department Of Political Science,PhD,F12,Rejected,E-mail,2012-02-18,A,3.4,170,164,6,NA
163035,2012-02-18,UCLA,Biostatistics,PhD,F12,Rejected,Website,2012-02-18,U,NA,NA,NA,NA,NA
163036,2012-02-18,UCLA,Biostatistics,PhD,F12,Rejected,Website,2012-02-18,U,NA,NA,NA,NA,NA
163041,2012-02-18,UCLA,Biostatistics,PhD,F12,Rejected,E-mail,2012-02-18,U,NA,NA,NA,NA,NA
163438,2012-02-20,UCLA,Indo-European Studies,PhD,F12,Accepted,E-mail,2012-02-18,A,NA,NA,NA,NA,NA
163495,2012-02-20,UCLA,Department Of Political Science,PhD,F12,Rejected,Website,2012-02-20,A,3.4,170,164,6,NA
163988,2012-02-21,UCLA,Sociology,PhD,F12,Rejected,E-mail,2012-02-21,I,NA,NA,NA,NA,NA
164093,2012-02-21,UCLA,English,PhD,F12,Rejected,E-mail,2012-02-21,A,NA,NA,NA,NA,NA
164614,2012-02-21,UCLA,Ethnomusicology,PhD,F12,Accepted,E-mail,2012-02-21,A,NA,NA,NA,NA,NA
164974,2012-02-22,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-02-22,I,NA,NA,NA,NA,NA
164978,2012-02-22,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-02-22,I,NA,NA,NA,NA,NA
164980,2012-02-22,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-02-22,I,NA,NA,NA,NA,NA
164987,2012-02-22,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-02-22,I,NA,NA,NA,NA,NA
165020,2012-02-22,UCLA,Bioinformatics,PhD,F12,Rejected,E-mail,2012-02-22,U,NA,NA,NA,NA,NA
165663,2012-02-23,UCLA,European History,PhD,F12,Accepted,E-mail,2012-02-23,A,NA,NA,NA,NA,NA
165678,2012-02-23,UCLA,History (Latin America),PhD,F12,Accepted,E-mail,2012-02-23,I,NA,NA,NA,NA,NA
165799,2012-02-23,UCLA,Computer Science,PhD,F12,Rejected,Website,2012-02-23,U,NA,NA,NA,NA,NA
166704,2012-02-24,UCLA,Linguistics,PhD,F12,Rejected,Website,2012-02-24,A,NA,NA,NA,NA,NA
166707,2012-02-24,UCLA,Slavic Languages & Literatures,PhD,F12,Accepted,E-mail,2012-02-24,A,NA,NA,NA,NA,NA
166792,2012-02-24,UCLA,Cinema And Media Studies,PhD,F12,Wait listed,Postal Service,2012-02-21,O,NA,NA,NA,NA,NA
166988,2012-02-24,UCLA,Education,PhD,F12,Accepted,E-mail,2012-02-17,U,3.83,156,153,4.5,NA
166997,2012-02-24,UCLA,Near Eastern Languages And Civilization (Hebrew Bible),PhD,F12,Rejected,Website,2012-02-24,A,3.81,157,149,5,NA
167002,2012-02-24,UCLA,Pure Mathematic,PhD,F12,Rejected,E-mail,2012-02-24,I,NA,NA,NA,NA,NA
167008,2012-02-24,UCLA,Mathematics,PhD,F12,Rejected,Website,2012-02-24,U,NA,NA,NA,NA,NA
167014,2012-02-24,UCLA,American History,PhD,F12,Rejected,Website,2012-02-24,A,NA,NA,NA,NA,NA
167016,2012-02-24,UCLA,Astronomy,PhD,F12,Rejected,E-mail,2012-02-24,I,NA,NA,NA,NA,NA
167044,2012-02-24,UCLA,(Applied) Mathematics,PhD,F12,Rejected,Website,2012-02-24,U,3.85,NA,NA,0,860
167152,2012-02-24,UCLA,Astronomy,PhD,F12,Rejected,Website,2012-02-24,A,NA,NA,NA,NA,NA
167174,2012-02-24,UCLA,Social Sciences And Comparative Education,PhD,F12,Rejected,E-mail,2012-02-24,A,NA,NA,NA,NA,NA
167712,2012-02-25,UCLA,Chemistry,PhD,F12,Rejected,E-mail,2012-02-25,U,3.64,159,164,3.5,640
167868,2012-02-25,UCLA,History (Middle East),PhD,F12,Rejected,Website,2012-02-25,A,NA,NA,NA,NA,NA
167893,2012-02-25,UCLA,Pure Math,PhD,F12,Rejected,E-mail,2012-02-25,I,NA,NA,NA,NA,NA
167904,2012-02-25,UCLA,Pure Mathemetics,PhD,F12,Wait listed,E-mail,2012-02-25,I,NA,NA,NA,NA,NA
167932,2012-02-25,UCLA,Mathematics,PhD,F12,Rejected,E-mail,2012-02-25,A,NA,NA,NA,NA,NA
167942,2012-02-25,UCLA,African History,PhD,F12,Rejected,Website,2012-02-25,I,NA,NA,NA,NA,NA
167975,2012-02-25,UCLA,Math Pure,PhD,F12,Rejected,E-mail,2012-02-25,I,NA,NA,NA,NA,NA
168015,2012-02-25,UCLA,History  (Middle Eastern),PhD,F12,Rejected,E-mail,2012-02-25,A,NA,NA,NA,NA,NA
168017,2012-02-25,UCLA,American History,PhD,F12,Rejected,Website,2012-02-25,A,NA,NA,NA,NA,NA
168068,2012-02-25,UCLA,Pure Mathematics,PhD,F12,Rejected,Website,2012-02-25,A,3.73,156,166,3.5,730
168350,2012-02-26,UCLA,Urban Planning,PhD,F12,Accepted,E-mail,2012-02-15,A,NA,NA,NA,NA,NA
168923,2012-02-27,UCLA,ACCESS,PhD,F12,Accepted,E-mail,2012-02-23,A,3.97,170,166,5.5,690
169029,2012-02-27,UCLA,Philosophy,PhD,F12,Accepted,Phone,2012-02-27,O,NA,NA,NA,NA,NA
169084,2012-02-27,UCLA,Jewish History,PhD,F12,Rejected,Phone,2012-02-27,A,3.87,161,144,5.5,NA
169272,2012-02-28,UCLA,Bioengineering,PhD,F12,Accepted,E-mail,2012-02-10,I,NA,NA,NA,NA,NA
169409,2012-02-28,UCLA,Comparative Literature,PhD,F12,Accepted,E-mail,2012-02-27,U,NA,NA,NA,NA,NA
169440,2012-02-28,UCLA,Sociology,PhD,F12,Rejected,E-mail,2012-02-28,I,NA,NA,NA,NA,NA
169479,2012-02-28,UCLA,Sociology,PhD,F12,Rejected,E-mail,2012-02-28,A,NA,NA,NA,NA,NA
169485,2012-02-28,UCLA,Sociology,PhD,F12,Rejected,E-mail,2012-02-28,A,NA,NA,NA,NA,NA
169554,2012-02-28,UCLA,Sociology,PhD,F12,Rejected,E-mail,2012-02-28,U,NA,NA,NA,NA,NA
169564,2012-02-28,UCLA,Sociology,PhD,F12,Rejected,E-mail,2012-02-28,A,NA,NA,NA,NA,NA
169638,2012-02-28,UCLA,Sociology,PhD,F12,Rejected,E-mail,2012-02-28,A,NA,NA,NA,NA,NA
170204,2012-02-29,UCLA,Art History,PhD,F12,Rejected,Website,2012-02-28,A,NA,NA,NA,NA,NA
170324,2012-02-29,UCLA,History,PhD,F12,Rejected,E-mail,2012-02-29,A,NA,NA,NA,NA,NA
170423,2012-02-29,UCLA,History,PhD,F12,Rejected,Website,2012-02-29,A,NA,NA,NA,NA,NA
170478,2012-02-29,UCLA,Art History,PhD,F12,Rejected,E-mail,2012-02-29,A,NA,NA,NA,NA,NA
170483,2012-02-29,UCLA,Clinical Psychology,PhD,F12,Rejected,E-mail,2012-02-29,O,NA,NA,NA,NA,NA
170492,2012-02-29,UCLA,History,PhD,F12,Rejected,E-mail,2012-02-29,A,NA,NA,NA,NA,NA
170528,2012-02-29,UCLA,American History,PhD,F12,Rejected,E-mail,2012-02-29,A,NA,NA,NA,NA,NA
170586,2012-02-29,UCLA,Art History,PhD,F12,Rejected,E-mail,2012-02-29,A,NA,NA,NA,NA,NA
170604,2012-02-29,UCLA,Urban Planning,PhD,F12,Wait listed,E-mail,2012-02-29,I,NA,NA,NA,NA,NA
170643,2012-02-29,UCLA,Clinical Psychology,PhD,F12,Rejected,E-mail,2012-02-29,A,3.84,167,156,4.5,NA
170670,2012-02-29,UCLA,African History,PhD,F12,Rejected,E-mail,2012-02-29,O,NA,NA,NA,NA,NA
170746,2012-02-29,UCLA,Mathematics,PhD,F12,Rejected,Website,2012-02-24,U,3.75,167,166,3.5,790
170861,2012-02-29,UCLA,Computer Science,PhD,F12,Accepted,E-mail,2012-02-29,O,NA,NA,NA,NA,NA
171309,2012-03-01,UCLA,Musicology,PhD,F12,Rejected,Website,2012-02-29,A,NA,NA,NA,NA,NA
171371,2012-03-01,UCLA,Clinical Psychology,PhD,F12,Rejected,Website,2012-02-29,A,NA,NA,NA,NA,NA
171441,2012-03-01,UCLA,History,PhD,F12,Rejected,E-mail,2012-02-29,A,NA,NA,NA,NA,NA
171495,2012-03-01,UCLA,Anthropology,PhD,F12,Rejected,E-mail,2012-03-01,A,NA,NA,NA,NA,NA
171499,2012-03-01,UCLA,Anthroplogy,PhD,F12,Rejected,E-mail,2012-03-01,A,NA,NA,NA,NA,NA
171510,2012-03-01,UCLA,Anthropology (cultural),PhD,F12,Rejected,E-mail,2012-03-01,A,NA,NA,NA,NA,NA
171675,2012-03-01,UCLA,Cultural Anthropology,PhD,F12,Rejected,Website,2012-03-01,O,NA,NA,NA,NA,NA
171741,2012-03-01,UCLA,History,PhD,F12,Rejected,Website,2012-03-01,A,NA,NA,NA,NA,NA
171762,2012-03-01,UCLA,Philosophy,PhD,F12,Rejected,Phone,2012-03-01,A,3.9,170,157,5.5,NA
171912,2012-03-01,UCLA,Directing (Theatre),MFA,F12,Interview,E-mail,2012-01-24,A,NA,NA,NA,NA,NA
172052,2012-03-01,UCLA,Art History,PhD,F12,Rejected,E-mail,2012-02-28,A,NA,NA,NA,NA,NA
172110,2012-03-01,UCLA,Anthroplogy,PhD,F12,Rejected,E-mail,2012-03-01,A,3.84,164,159,5.5,NA
172445,2012-03-02,UCLA,Biostatistics,Masters,F12,Rejected,E-mail,2012-02-22,A,NA,NA,NA,NA,NA
172584,2012-03-02,UCLA,Anthropology (cultural And Social),PhD,F12,Rejected,E-mail,2012-03-02,I,NA,NA,NA,NA,NA
172594,2012-03-02,UCLA,Anthropology (cultural And Social),PhD,F12,Rejected,E-mail,2012-02-02,I,NA,NA,NA,NA,NA
172598,2012-03-02,UCLA,Anthropology (cultural And Social),PhD,F12,Rejected,E-mail,2012-03-02,I,NA,NA,NA,NA,NA
172935,2012-03-02,UCLA,Anthropology (cultural And Social),PhD,F12,Rejected,Website,2012-03-02,U,NA,NA,NA,NA,NA
173088,2012-03-02,UCLA,Anthroplogy,PhD,F12,Rejected,E-mail,2012-03-01,A,NA,NA,NA,NA,NA
173260,2012-03-03,UCLA,Clinical Psychology,PhD,F12,Rejected,Website,2012-03-01,A,NA,NA,NA,NA,NA
173263,2012-03-03,UCLA,Economics,PhD,F12,Accepted,E-mail,2012-03-03,I,NA,NA,NA,NA,NA
173265,2012-03-03,UCLA,Economics,PhD,F12,Accepted,E-mail,2012-03-03,U,NA,NA,NA,NA,NA
173295,2012-03-03,UCLA,History,PhD,F12,Rejected,Website,2012-02-29,A,3.52,168,159,4,NA
173307,2012-03-03,UCLA,Economics,PhD,F12,Accepted,E-mail,2012-03-03,I,3.6,154,166,3.5,NA
173329,2012-03-03,UCLA,Economics,PhD,F12,Accepted,E-mail,2012-03-03,I,3.64,154,166,3,NA
173343,2012-03-03,UCLA,Economics,PhD,F12,Wait listed,E-mail,2012-03-02,A,NA,NA,NA,NA,NA
173354,2012-03-03,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-03,U,3.97,153,163,5.5,NA
173356,2012-03-03,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-03,O,NA,NA,NA,NA,NA
173357,2012-03-03,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-03,I,NA,NA,NA,NA,NA
173361,2012-03-03,UCLA,Economis,PhD,F12,Rejected,E-mail,2012-03-03,U,NA,NA,NA,NA,NA
173366,2012-03-03,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-03,I,3.81,170,158,3.5,NA
173367,2012-03-03,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-03,I,NA,NA,NA,NA,NA
173376,2012-03-03,UCLA,ECONOMICS,PhD,F12,Rejected,E-mail,2012-03-02,U,NA,NA,NA,NA,NA
173381,2012-03-03,UCLA,Economics,PhD,F12,Accepted,E-mail,2012-03-03,I,NA,NA,NA,NA,NA
173382,2012-03-03,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-03,I,NA,NA,NA,NA,NA
173384,2012-03-03,UCLA,Economics,PhD,F12,Accepted,E-mail,2012-03-03,I,NA,NA,NA,NA,NA
173390,2012-03-03,UCLA,Economics,PhD,F12,Accepted,E-mail,2012-03-02,I,NA,162,166,5,NA
173394,2012-03-03,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-03,I,NA,NA,NA,NA,NA
173400,2012-03-03,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-03,A,NA,NA,NA,NA,NA
173408,2012-03-03,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-03,I,NA,NA,NA,NA,NA
173411,2012-03-03,UCLA,Economics,PhD,F12,Accepted,E-mail,2012-03-03,A,3.9,156,160,5,NA
173459,2012-03-03,UCLA,Economics,PhD,F12,Accepted,E-mail,2012-03-03,U,NA,NA,NA,NA,NA
173496,2012-03-03,UCLA,Economics,PhD,F12,Wait listed,E-mail,2012-02-03,I,NA,NA,NA,NA,NA
173635,2012-03-03,UCLA,Mechanical Engineering,Masters,F12,Accepted,E-mail,2012-02-14,A,NA,NA,NA,NA,NA
173932,2012-03-04,UCLA,Education - SSCE,Masters,F12,Rejected,Website,2012-03-03,I,NA,NA,NA,NA,NA
174056,2012-03-04,UCLA,Public Policy,Masters,F12,Accepted,E-mail,2012-02-28,A,3.4,167,167,4.5,NA
174979,2012-03-06,UCLA,Social Science And Comparative Education,Masters,F12,Rejected,E-mail,2012-03-04,A,NA,NA,NA,NA,NA
175336,2012-03-06,UCLA,Epidemiology,Masters,F12,Accepted,E-mail,2012-02-07,A,NA,NA,NA,NA,NA
175353,2012-03-06,UCLA,Geography,PhD,F12,Accepted,E-mail,2012-03-06,A,NA,NA,NA,NA,NA
175492,2012-03-06,UCLA,Social Work,PhD,F12,Rejected,E-mail,2012-03-06,A,3.5,160,148,4,NA
175547,2012-03-06,UCLA,Epidemiology MPH,Masters,F12,Accepted,E-mail,2012-03-06,A,NA,NA,NA,NA,NA
175731,2012-03-06,UCLA,Community Health Sciences,PhD,F12,Accepted,E-mail,2012-03-06,A,NA,NA,NA,NA,NA
175809,2012-03-06,UCLA,City / Urban Planning,Masters,F12,Accepted,E-mail,2012-03-06,A,3.72,165,163,4,NA
175947,2012-03-06,UCLA,Urban And Regional Planning,Masters,F12,Accepted,E-mail,2012-03-06,O,NA,NA,NA,NA,NA
175989,2012-03-06,UCLA,Biostatistics,PhD,F12,Rejected,Website,2012-03-06,U,NA,NA,NA,NA,NA
176069,2012-03-07,UCLA,Philosophy,PhD,F12,Rejected,E-mail,2012-03-07,A,NA,NA,NA,NA,NA
176245,2012-03-07,UCLA,Public Policy,Masters,F12,Accepted,E-mail,2012-03-07,A,NA,NA,NA,NA,NA
176339,2012-03-07,UCLA,Urban Planning,Masters,F12,Accepted,E-mail,2012-03-07,A,3.5,156,154,5,NA
176462,2012-03-07,UCLA,Economics,PhD,F12,Rejected,Website,2012-03-07,I,4,170,155,3.5,NA
176497,2012-03-07,UCLA,Philosophy,PhD,F12,Rejected,E-mail,2012-03-07,A,3.75,168,158,4.5,NA
176753,2012-03-07,UCLA,City Planning,Masters,F12,Accepted,E-mail,2012-03-06,A,NA,NA,NA,NA,NA
176826,2012-03-07,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-03-07,A,NA,NA,NA,NA,NA
176919,2012-03-07,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-03-07,U,3.1,164,166,3,NA
176964,2012-03-07,UCLA,Economics,PhD,F12,Rejected,E-mail,2012-03-07,U,NA,NA,NA,NA,NA
177048,2012-03-07,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-03-07,A,NA,NA,NA,NA,NA
177307,2012-03-08,UCLA,Aerospace And Mechanical Engineering,Masters,F12,Accepted,E-mail,2012-03-07,I,3.94,170,150,3,NA
177387,2012-03-08,UCLA,Biology (EEB),PhD,F12,Accepted,E-mail,2012-03-08,A,NA,NA,NA,NA,NA
177614,2012-03-08,UCLA,Computer Science,PhD,F12,Rejected,E-mail,2012-03-08,I,NA,NA,NA,NA,NA
177646,2012-03-08,UCLA,School Of Public Affairs-MPP,Other,F12,Accepted,E-mail,2012-03-06,O,3.7,164,157,5,NA
177900,2012-03-08,UCLA,Urban Planning,PhD,F12,Rejected,Website,2012-02-16,A,NA,NA,NA,NA,NA
177984,2012-03-08,UCLA,Ecology And Evolutionary Biology (EEB),PhD,F12,Rejected,E-mail,2012-08-08,I,NA,164,164,0,900
177994,2012-03-08,UCLA,ACCESS,PhD,F12,Accepted,E-mail,2012-03-08,A,3.5,160,160,4.5,NA
178127,2012-03-08,UCLA,Social Science And Comparative Education,PhD,F12,Accepted,Postal Service,2012-03-02,A,NA,NA,NA,NA,NA
178140,2012-03-08,UCLA,School Of Public Affairs,Masters,F12,Accepted,E-mail,2012-03-08,A,NA,NA,NA,NA,NA
178222,2012-03-08,UCLA,ACCESS,PhD,F12,Accepted,E-mail,2012-03-08,A,NA,NA,NA,NA,NA
178519,2012-03-09,UCLA,"East Asian Studies, MA",Masters,F12,Accepted,Website,2012-03-09,U,NA,NA,NA,NA,NA
178595,2012-03-09,UCLA,Anthropology (Archaeology),PhD,F12,Rejected,Website,2012-03-09,I,NA,NA,NA,NA,NA
178640,2012-03-09,UCLA,Astronomy & Physics,PhD,F12,Rejected,E-mail,2012-03-09,I,3,151,164,4,920
178644,2012-03-09,UCLA,Physics,PhD,F12,Rejected,Website,2012-03-09,A,NA,NA,NA,NA,NA
178654,2012-03-09,UCLA,Astronomy & Physics,PhD,F12,Rejected,E-mail,2012-03-09,I,3,148,169,3.5,920
178711,2012-03-09,UCLA,Anthropology (cultural),PhD,F12,Accepted,E-mail,2012-03-08,O,3.72,165,157,0,NA
178726,2012-03-09,UCLA,Archaeology,PhD,F12,Rejected,E-mail,2012-03-09,A,NA,NA,NA,NA,NA
178840,2012-03-09,UCLA,Physics,PhD,F12,Rejected,E-mail,2012-03-09,I,NA,NA,NA,NA,NA
178945,2012-03-09,UCLA,Art,MFA,F12,Rejected,E-mail,2012-03-09,A,NA,NA,NA,NA,NA
178994,2012-03-09,UCLA,Luskin School Of Public Policy,Other,F12,Accepted,E-mail,2012-03-09,A,NA,NA,NA,NA,NA
179038,2012-03-09,UCLA,Astronomy,PhD,F12,Rejected,E-mail,2012-03-09,I,3.52,169,166,3,970
179094,2012-03-09,UCLA,Anthropology (Archaeology),PhD,F12,Rejected,Website,2012-03-09,A,NA,NA,NA,NA,NA
179172,2012-03-09,UCLA,Archaeology,PhD,F12,Rejected,E-mail,2012-03-09,A,NA,NA,NA,NA,NA
179382,2012-03-10,UCLA,Anthropology (Linguistic),PhD,F12,Rejected,E-mail,2012-03-01,A,NA,NA,NA,NA,NA
179392,2012-03-10,UCLA,Physics,PhD,F12,Wait listed,E-mail,2012-03-10,I,NA,NA,NA,NA,NA
181891,2012-03-14,UCLA,Student Affairs,Masters,F12,Accepted,Phone,2012-01-25,A,NA,NA,NA,NA,NA
181981,2012-03-14,UCLA,Pure Mathematics,PhD,F12,Rejected,Website,2012-03-14,I,NA,NA,NA,0,730
183457,2012-03-15,UCLA,Geography,PhD,F12,Accepted,E-mail,2012-03-15,I,NA,NA,NA,NA,NA
183857,2012-03-16,UCLA,Painting,MFA,F12,Rejected,Website,2012-03-16,A,NA,NA,NA,NA,NA
183966,2012-03-16,UCLA,(pure)mathematics,PhD,F12,Rejected,E-mail,2012-03-14,A,NA,NA,NA,NA,NA
186265,2012-03-21,UCLA,Quantitative Psychology,PhD,F12,Rejected,E-mail,2012-03-20,A,NA,NA,NA,NA,NA
186386,2012-03-21,UCLA,Planning,Masters,F12,Rejected,E-mail,2012-03-18,A,NA,NA,NA,NA,NA
186490,2012-03-21,UCLA,Philosophy,PhD,F12,Rejected,Other,2012-03-21,A,NA,NA,NA,NA,NA
186736,2012-03-22,UCLA,Computer Science,Masters,F12,Accepted,E-mail,2012-03-22,I,NA,153,164,3,NA
186739,2012-03-22,UCLA,Comp Lit,PhD,F12,Rejected,E-mail,2012-03-22,O,NA,NA,NA,NA,NA
186747,2012-03-22,UCLA,ME,Masters,F12,Rejected,Website,2012-03-22,I,NA,NA,NA,NA,NA
186755,2012-03-22,UCLA,Community Health Science,Other,F12,Rejected,E-mail,2012-03-22,U,NA,NA,NA,NA,NA
187156,2012-03-23,UCLA,Computer Science,Masters,F12,Accepted,Website,2012-03-20,A,3.8,164,163,4.5,NA
187564,2012-03-23,UCLA,HEOC,Masters,F12,Accepted,Postal Service,2012-01-27,A,NA,NA,NA,NA,NA
187696,2012-03-24,UCLA,Nursing/ FNP,Masters,F12,Accepted,Postal Service,2012-03-22,A,NA,NA,NA,NA,NA
187825,2012-03-25,UCLA,Philosophy,PhD,F12,Accepted,Phone,2012-03-24,A,NA,162,166,4,NA
187913,2012-03-25,UCLA,March 3 Years,Masters,F12,Accepted,Postal Service,2012-03-25,I,NA,NA,NA,NA,NA
188522,2012-03-27,UCLA,MSE,PhD,F12,Rejected,E-mail,2012-03-27,I,3.3,149,158,3,NA
188525,2012-03-27,UCLA,Finance,PhD,F12,Rejected,Website,2012-03-27,I,NA,NA,NA,NA,NA
188536,2012-03-27,UCLA,Finance,PhD,F12,Rejected,E-mail,2012-03-27,A,NA,NA,NA,NA,NA
188568,2012-03-27,UCLA,Finance,PhD,F12,Rejected,Website,2012-03-27,I,NA,NA,NA,NA,NA
188580,2012-03-27,UCLA,Finance,PhD,F12,Rejected,Website,2012-03-27,U,NA,NA,NA,NA,NA
188623,2012-03-27,UCLA,Electrical Engineering,PhD,F12,Accepted,E-mail,2012-03-27,O,NA,NA,NA,NA,NA
188804,2012-03-28,UCLA,Electrical Engineering,Masters,F12,Accepted,E-mail,2012-03-27,I,3.36,160,166,3,NA
188991,2012-03-28,UCLA,Computer Science,Masters,F12,Rejected,E-mail,2012-03-28,I,3.3,142,170,0,NA
188993,2012-03-28,UCLA,Material Science And Engineering,Masters,F12,Rejected,E-mail,2012-03-28,I,NA,NA,NA,NA,NA
189014,2012-03-28,UCLA,Biomedical Engineering,Masters,F12,Rejected,E-mail,2012-03-28,I,NA,NA,NA,NA,NA
